model,split,rmse,truth,predict
r1+r2-rf-rdkit_2d_normalized,33,0.69072495982277,"[2.6503075231319366, 1.5965970956264603, 1.667452952889954, 1.6180480967120927, 1.841984804590114, 1.4548448600085102, 1.5622928644564746, 2.039414119176137, 3.730014720919724, 2.2528530309798933]","[1.9888605642721044, 2.039453360237961, 2.197766496007118, 2.164314740401273, 2.7241212330975566, 2.2314766921440072, 2.419168008459813, 2.4545474207686224, 3.410020231316454, 3.333337841445036]"
r1+r2-rf-rdkit_2d_normalized,34,0.46888207395039705,"[1.711807229041191, 1.7708520116421442, 2.014940349792937, 1.7853298350107671, 2.395326393069351, 2.789228057267336, 2.2081725266671217, 2.156851901070011, 2.485011214578573, 2.170261715394957]","[1.7235268999632138, 2.273378753219029, 2.5876624619969366, 2.25577644555283, 2.5436210466594504, 1.8602937549943872, 2.203950249696243, 1.897264157529596, 2.7534242410074894, 2.7802973419424872]"
r1+r2-rf-rdkit_2d_normalized,35,0.6892943729407074,"[1.6074550232146685, 2.770483809431108, 2.8394780473741985, 2.7792356316758635, 3.615107987443194, 1.9890046156985368, 2.1072099696478683, 1.8836614351536176, 2.785329835010767, 3.72439876574326]","[1.7908253736360806, 1.816194487635008, 1.9236740380139612, 1.7954916521308706, 2.426419992581075, 1.974370329080898, 2.208692183396232, 2.1478034371170094, 3.046995210672078, 3.0619837806201957]"
r1+r2-rf-rdkit_2d_normalized,36,0.8330494356869707,"[2.3483048630481607, 2.5877109650189114, 2.7062909572587635, 2.8429211207599825, 4.549836699792701, 2.912487761332324, 3.7844389742226894, 4.334976198654342, 3.277494609611012, 3.500030534183874]","[2.1346584804702444, 2.5067935518133524, 2.6342564635020778, 2.5673466084531267, 3.1262722733731327, 2.405900260872164, 2.5587525939052016, 2.612092566338047, 3.2748232509851745, 3.2707226255424136]"
r1+r2-rf-rdkit_2d_normalized,37,0.24984161384728115,"[1.4548448600085102, 1.3117538610557542, 1.2174839442139065, 1.3979400086720375, 1.130333768495006, 1.2671717284030135, 1.3010299956639813, 1.809559714635268, 3.498655095245119, 2.767897616018091]","[1.5130464264282943, 1.3591157369687226, 1.4009818804111214, 1.3810441137094502, 1.5136312820295288, 1.4245812924638266, 1.6200996150017153, 1.7648447649486405, 2.9650609953525664, 2.924097871234569]"
r1+r2-rf-rdkit_2d_normalized,38,0.5509676692119618,"[2.039414119176137, 1.6901960800285136, 1.6720978579357175, 1.977723605288848, 3.2717254694902382, 2.250420002308894, 2.530199698203082, 2.2317243833285167, 3.2835273648616936, 3.632710303832954]","[2.2575785982502303, 2.434623477256054, 2.647941893194079, 2.7177480223849546, 3.658620246283653, 2.646542230053125, 2.748855824496939, 2.928878822354475, 3.581175256053767, 3.7030569332804415]"
r1+r2-rf-rdkit_2d_normalized,39,0.3294038212031466,"[2.1760912590556813, 2.562292864456474, 2.451018452155457, 2.4800069429571505, 2.6651117370750512, 2.620656479819621, 2.2405492482826, 2.59659709562646, 2.45408227073109, 2.6488477083728936]","[1.995263353546861, 2.482876275188331, 2.435815928129461, 2.27915684279406, 2.711678511890205, 2.0110515237366, 2.1492758615284613, 2.057001552751687, 2.99601095338331, 2.8451220663508026]"
r1+r2-rf-rdkit_2d_normalized,40,0.7177608723357638,"[2.79133970396514, 2.937768567049936, 2.824125833916549, 1.5965970956264603, 2.2933625547114453, 1.57978359661681, 1.7283537820212285, 2.0663259253620376, 3.7696726640554927, 2.3710678622717363]","[2.0261876986740663, 2.1775195846789206, 2.246615981110418, 2.174378805315285, 2.351292470040785, 2.3708660922950786, 2.899923238467794, 2.3444294274627957, 2.810815949769723, 2.9389860960668988]"
r1+r2-rf-rdkit_2d_normalized,41,0.4819684366876492,"[1.4548448600085102, 1.5314789170422551, 1.7481880270062005, 1.1760912590556811, 1.7363965022766426, 1.6020599913279625, 3.147985320683805, 1.7708520116421442, 2.3988077302032647, 2.8943160626844384]","[1.8267605753307885, 2.01255328530858, 2.045255998884783, 1.8630056228863348, 2.2103390116495474, 2.30662523195822, 2.586883222415968, 2.2366567541063587, 2.678401337087096, 2.6451870176418697]"
r1+r2-rf-rdkit_2d_normalized,42,0.5026191070496954,"[2.224014811372864, 2.1222158782728267, 2.629409599102719, 2.367355921026019, 3.1945143418824675, 1.9111576087399769, 2.0453229787866576, 2.576916955965207, 4.305179337564041, 3.729812507160936]","[2.0297799712972244, 2.437225162467988, 2.465859266556621, 2.4913999710967847, 2.772904790740479, 2.255821264993042, 2.6427927566364127, 2.496502572413653, 3.233193944684288, 2.9963078601253312]"
r1+r2-rf-rdkit_2d_normalized,43,0.6085316763089837,"[2.2612628687924934, 2.598790506763115, 3.570776368794748, 2.874191804679071, 3.94571471405986, 3.715961582542224, 4.495280628260573, 4.582517883604062, 4.1401779543808015, 4.49514871354542]","[2.177011783274507, 2.7832732770725994, 2.849130458318333, 3.3732903799780525, 4.04873578079883, 3.4419160184430644, 3.527707376318639, 3.703119819843388, 3.5516395825075926, 3.628850274317778]"
r1+r2-rf-rdkit_2d_normalized,44,0.6688592712301611,"[2.41161970596323, 2.2706788361447066, 2.578639209968072, 2.75815462196739, 1.916453948549925, 2.963787827345555, 3.090786927949268, 2.6651117370750512, 2.904985881099363, 3.459543258280413]","[2.060346165219946, 1.8509669893875704, 1.788558167184918, 1.7196852094409385, 2.183187588836072, 1.85464610243263, 2.475511790413437, 2.005227709134594, 2.844531246211362, 2.865807670186484]"
r1+r2-rf-rdkit_2d_normalized,45,0.7043882330425875,"[1.6074550232146685, 1.414973347970818, 1.2671717284030135, 1.3324384599156054, 2.623766000133931, 1.812913356642856, 3.4262672071396065, 1.8573324964312683, 2.997167871445834, 3.96611825672714]","[2.045430186589522, 2.17623842181572, 2.25440859072776, 2.134632253576773, 2.153785604342299, 2.1590042453506357, 2.397238901788636, 2.2138147573262725, 3.1487111216664188, 2.954918533987244]"
r1+r2-rf-rdkit_2d_normalized,46,0.5423961978463526,"[1.568201724066995, 2.0211892990699383, 1.9420080530223127, 1.8260748027008264, 1.5740312677277188, 2.661812685537261, 3.7102020146553847, 2.6716355966021297, 2.709269960975831, 3.034828915655837]","[1.848910930052804, 1.888616200907689, 1.960742984331126, 1.6486384358121071, 2.205466106964635, 1.86499130772008, 2.6102171271147743, 1.949502422643585, 2.797055828327143, 2.8324809204840347]"
r1+r2-rf-rdkit_2d_normalized,47,0.5887899880718227,"[1.740362689494244, 2.4345689040341987, 2.3211840273023143, 2.337459261290656, 2.222716471147584, 1.8976270912904407, 2.943247125137862, 2.677606952720493, 3.6149499184762433, 2.513217600067939]","[2.2290675376688496, 2.2688950924786315, 2.5264775229062995, 2.470490261845837, 3.4294111155197915, 2.258252635859612, 2.4156034990101496, 2.6572278928438493, 3.685424730304461, 3.6404536197622095]"
r1+r2-rf-rdkit_2d_normalized,48,0.5565171702515355,"[2.1687920203141817, 2.1958996524092336, 2.317018101048112, 2.1687920203141817, 2.0253058652647704, 1.9845273133437928, 1.6020599913279625, 2.1658376246901283, 1.5563025007672873, 1.3979400086720375]","[1.633267997799632, 1.4051512417611172, 1.413569546525728, 1.4319137680887386, 1.674600722631712, 1.4179565184177942, 1.7440097461381507, 1.6204241773602082, 1.593988049521518, 1.6485261340010944]"
r1+r2-rf-rdkit_2d_normalized,49,0.5477808784913355,"[1.8356905714924256, 1.9138138523837167, 2.150756439860309, 1.869231719730976, 1.5250448070368452, 1.505149978319906, 1.4471580313422192, 2.155336037465062, 1.3117538610557542, 1.4471580313422192]","[1.672398367498486, 1.4536144743395376, 1.4441916442802678, 1.453826791549855, 1.719408569578093, 1.5275563033392512, 1.828339068497149, 1.7923210367773803, 2.306275754424186, 2.333704164642534]"
