reactant1,reactant2,reactants,product,products,v,logv
NCCCN(CCCN)CCCN,O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,3421.0,3.5341530741850624
NCCCN(CCCN)CCCN,O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,NCCCN(CCCN)CCCN.O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,CCCCCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,2457.0,3.390405156480081
NCCCN(CCCN)CCCN,O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,NCCCN(CCCN)CCCN.O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,CC(C)CCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,2480.5,3.3945392313722045
NCCCN(CCCN)CCCN,O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,16380.5,4.214327154074388
NCCCN(CCCN)CCCN,O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC.CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC,5140.0,3.710963118995276
NCCCN(CCCN)CCCN,O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC,3120.0,3.494154594018443
NCCCN(CCCN)CCCN,O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC,CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC,7386.5,3.868438702162959
NCCCN(CCCN)CCCN,O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,803.5,2.904985881099363
NCCCN(CCCN)CCCN,O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCN.O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,830.0,2.9190780923760737
NCCN(CCN)CCN,O=C(OCCCC)/C=C\C(OCCCC)=O,NCCN(CCN)CCN.O=C(OCCCC)/C=C\C(OCCCC)=O,CCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCC)C(=O)OCCCC)CCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,CCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCC)C(=O)OCCCC)CCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,223.0,2.3483048630481607
NCCN(CCN)CCN,O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,387.0,2.5877109650189114
NCCN(CCN)CCN,O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,NCCN(CCN)CCN.O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,CCCCCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,508.5,2.7062909572587635
NCCN(CCN)CCN,O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,NCCN(CCN)CCN.O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,CC(C)CCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,696.5,2.8429211207599825
NCCN(CCN)CCN,O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC,35468.0,4.549836699792701
NCCN(CCN)CCN,O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC,817.5,2.912487761332324
NCCN(CCN)CCN,O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC,6087.5,3.7844389742226907
NCCN(CCN)CCN,O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC,CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCN(CCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCN(CCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,21626.0,4.334976198654342
NCCN(CCN)CCN,O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCN(CCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,1894.5,3.277494609611012
NCCN(CCN)CCN,O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN(CCN)CCN.O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCN(CCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)C(CC(=O)OCC(CC)CCCC)NCCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCN(CCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,3162.5,3.500030534183874
NCCN1CCN(CCNCCN)CC1,O=C(OCCCC)/C=C\C(OCCCC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OCCCC)/C=C\C(OCCCC)=O,CCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCC)C(=O)OCCCC)CC1)C(=O)OCCCC,CCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCC)C(=O)OCCCC)CC1)C(=O)OCCCC,109.5,2.0394141191761372
NCCN1CCN(CCNCCN)CC1,O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,49.0,1.6901960800285136
NCCN1CCN(CCNCCN)CC1,O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,CCCCCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CC1)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CC1)C(=O)OCCCCCCCC,47.0,1.6720978579357175
