reactant1,reactant2,reactants,product,products,v,logv
NCCN1CCN(CCNCCN)CC1,O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,NCCN1CCN(CCNCCN)CC1.O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,CC(C)CCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CC1)C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CC1)C(=O)OCCCCCC(C)C,95.0,1.9777236052888478
NCCN1CCN(CCNCCN)CC1,O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CC1)C(=O)OCC(CC)CCCC,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CC1.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,1869.5,3.2717254694902382
NCCN1CCN(CCNCCN)CC1,O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CC1)C(=O)OCC(CC)CCCC,CCCCCCCCC(CC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CC1.CCCCCCCCC(CC)OC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,178.0,2.250420002308894
NCCN1CCN(CCNCCN)CC1,O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CC1,CCCCCCCCC(CCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CC1.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CC1)C(=O)OCC(CC)CCCC,339.0,2.530199698203082
NCCN1CCN(CCNCCN)CC1,O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(C)OC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(C)OC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CC1.CCCCCCCCCCC(C)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,170.5,2.2317243833285167
NCCN1CCN(CCNCCN)CC1,O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CC1.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC,1921.0,3.2835273648616936
NCCN1CCN(CCNCCN)CC1,O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCN1CCN(CCNCCN)CC1.O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCN1CCN(CCNCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)C(CC(=O)OCC(CC)CCCC)NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CC1.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCNCCN1CCN(CCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CC1)C(=O)OCC(CC)CCCC,4292.5,3.6327103038329542
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OCCCC)/C=C\C(OCCCC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OCCCC)/C=C\C(OCCCC)=O,CCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,CCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,35.5,1.5502283530550942
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,94.5,1.975431808509263
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,98.0,1.9912260756924949
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,CC(C)CCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,1089.5,3.0372272345822746
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC,34126.0,4.53308538644057
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC,6671.5,3.8242234903608168
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC,7600.0,3.8808135922807914
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,9534.5,3.9792979230836947
